,deal,description,entrepreneurs,location,askedFor,exchangeForStake,valuation,title,Multiple Entreprenuers,year,cat_Business Services,cat_Children/Education,cat_Fashion/Beauty,cat_Fitness/Sports/Outdoors,cat_Food and Beverage,cat_Green/CleanTech,cat_Health/Wellness,cat_Lifestyle/Home,cat_Media/Entertainment,cat_Novelties,cat_Pet Products,cat_Software/Tech,cat_Travel
187,1.0,"Focus Designs is the maker of the self-balancing unicycle, or the SBU for short. The SBU is a battery-powered unicycle with built-in sensors that keep the rider balanced and moving forward with no need for pedaling. The rider controls the SBU with just their natural leaning motions, and according to the company, it takes only about 20-30 minutes to learn. The SBU is strong yet lightweight, supporting over 300 lbs. on its mere 27-pound frame and accelerating to 10mph in just 3 seconds. The SBU reaches a max speed of 12.5 mph and can take hills of up to a 30% grade.",Daniel Wood and David Martschinske,1,300000.0,10.0,3000000.0,The SBU Unicycle,1,2013.0,0,0,0,1,0,0,0,0,0,0,0,0,0
188,1.0,A plastic lid that can turn any plate into an airtight container for food storage.,Michael Tseng,1,90000.0,5.0,1800000.0,PlateTopper,0,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0
189,0.0,"The No Fly Cone is designed to be placed over dog, horse and cattle feces to trap flies. It is non-toxic and doesn't require any added attractant.",Bruce Gaither,1,25000.0,15.0,166667.0,No Fly Cone,0,2013.0,1,0,0,0,0,0,0,0,0,0,0,0,0
190,1.0,"Cool Wazoo is a cover that redirects heat back to its source while serving five different functions. It can be a swing cover, high chair cover, shopping cart cover, car shade and a changing pad.",Ginelle Mills,1,65000.0,25.0,260000.0,Cool Wazoo,0,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0
191,0.0,"General computer proficiency classes taught remotely online, instead of in a classroom or home setting.",David A. Cox,1,150000.0,15.0,1000000.0,PC Classes Online,0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0
192,0.0,A search engine for real estate.,Bill Lyons,1,250000.0,10.0,2500000.0,ReVestor,0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0
193,1.0,"Ice Chips are sugar-free hard candy sweetened with Xylitol and smashed to bits into its distinctive ""ice chips"" shape. The business is run by two enterprising friends, Bev Vines-Haines and Charlotte Clary, who over their years of friendship have worked on a tons of ideas and projects until finally coming across Ice Chips. These two grandmothers have 37 grandchildren between them and wanted to make a candy that was healthy yet tasted good enough that their brood would like it too.",Beverly Vines-Haines and Charlotte Clary,1,250000.0,15.0,1666667.0,Ice Chips Candy,1,2013.0,0,0,0,0,1,0,0,0,0,0,0,0,0
194,1.0,Costumes that instantaneously transform the wearer from a human into a motorized vehicle.,Drew Beaumier,1,150000.0,20.0,750000.0,Drive Suits,0,2013.0,0,0,1,0,0,0,0,0,0,0,0,0,0
195,0.0,A subscription service for neckwear.,David Powers and Scott Tindel,1,100000.0,25.0,400000.0,Tie Try,1,2013.0,0,0,1,0,0,0,0,0,0,0,0,0,0
196,1.0,Caffeine-free nutrition shot designed and tested by special ops forces.,Rob Dyer,1,75000.0,10.0,750000.0,Ruckpack,0,2013.0,0,0,0,0,1,0,0,0,0,0,0,0,0
197,0.0,An online boutique where brides can buy and resell used wedding dresses.,Jackie Courtney,1,35000.0,10.0,350000.0,Nearly Newlywed,0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0
198,0.0,An atmospheric dinner and drinks cruise.,Shane Cianciolo and Nathan Buffett,1,105000.0,20.0,525000.0,Corks Away,1,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0
199,0.0,A nightlife fashion accessory that replaces a handbag by allowing the wearer to carry her essentials around her leg instead.,Connor Pastoor and Jillian Jaccard,1,100000.0,20.0,500000.0,Partie Poche,1,2013.0,0,0,1,0,0,0,0,0,0,0,0,0,0
200,1.0,"A company that rents live, potted Christmas trees as an eco-friendly and good-spirited alternative to cut trees.",Scott Martin,1,150000.0,30.0,500000.0,The Living Christmas Tree Company,0,2013.0,0,0,0,0,0,0,0,0,0,0,0,0,1
201,0.0,Lactose-free fudge treats made from goat's milk.,Donna McCue,1,250000.0,5.0,5000000.0,Fat Ass Fudge,0,2013.0,0,0,0,0,1,0,0,0,0,0,0,0,0
202,1.0,A kid-friendly cappuccino bar that both parents and children can enjoy.,Lucinda Lent and Juliet Boydstun,1,150000.0,15.0,1000000.0,The Coop,1,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0
203,1.0,"Prepackaged, peel-off face paint in a wide variety of designs.",Doug Marshall,1,450000.0,25.0,1800000.0,The Game Face Company,0,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0
204,1.0,Professional-quality hair care products for children without harsh chemicals.,Megan Gage,1,50000.0,15.0,333333.0,Hot Tot,0,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0
205,0.0,Arkeg is an arcade game with a beer keg built into its side.,Brant Myers and Dan Grimm,1,100000.0,33.0,303030.0,ARKEG,1,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0
206,0.0,"A tabletop food screen that protects food from outdoors pests, featuring a Velcro-fastened door allowing easy access for people.",Dan Rothweil,1,50000.0,30.0,166667.0,Dura-Tent,0,2013.0,0,0,0,1,0,0,0,0,0,0,0,0,0
207,1.0,A washer and dryer bag specifically designed to protect children's beloved stuffed animals from damage in the wash.,Nicole Townend,1,50000.0,10.0,500000.0,Teddy Needs a Bath,0,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0
208,1.0,"Urbio is an innovative modular solution for urban gardening and small space organization. Made with light-weight and durable polypropylene plastic and neodymium magnets, Urbio is a recyclable product available in a variety of vessel sizes.",Jared Aller and Beau Oyler,1,300000.0,12.0,2500000.0,Urbio,1,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0
209,0.0,A chain of ice cream shops where the ice cream is made to-order using liquid nitrogen for rapid freezing.,Jerry and Naomi Hancock,1,300000.0,12.0,2500000.0,Sub Zero Ice Cream,1,2013.0,0,0,0,0,1,0,0,0,0,0,0,0,0
210,1.0,"Coffee Joulies are an inventive new way to keep your coffee at its ideal temperature for hours. Simply drop the silver-colored ""beans"" into your coffee and they will absorb heat when it is too hot, and later release this heat as your drink cools off. Coffee Joulies get your coffee ready to drink (without burning your tongue) sooner and keep it comfortably hot for over five hours. Coffee Joulies use a non-toxic proprietary ""phase change material"" that is encased in foodsafe stainless steel shells. The material absorbs heat above 140 degrees Fahrenheit and releases heat below that threshold. The set of Coffee Joulies includes five Joulies and a carrying pouch.",Dave Jackson and Dave Petrillo,1,150000.0,5.0,3000000.0,Coffee Joulies,1,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0
211,0.0,"Kids can listen to voice recordings from a loved one through this teddy bear, which is equipped to receive the recordings remotely from the sender.",Mike Robinson,1,400000.0,20.0,2000000.0,CuddleTunes,0,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0
212,1.0,"A magnetic, power-free sound amplifier for the iPad.",Rabbi Moshe Weiss,1,54000.0,26.0,207692.0,SoundBender,0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0
213,0.0,Bibs designed for better coverage and made with a patented fabric that stays stain-free.,Susie and Steve Taylor,1,40000.0,14.0,285714.0,Bibbitec,1,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0
214,0.0,Sandals designed to be biomechanically identical to being barefoot while still adding a layer of protection.,Lena Phoenix and Steven Sashen,1,400000.0,8.0,5000000.0,Xero Shoes,1,2013.0,0,0,1,0,0,0,0,0,0,0,0,0,0
215,0.0,A beverage holder that keeps drinks cold.,Scott Duff and Carlos Ortiz,1,50000.0,100.0,50000.0,My Cold Snap,1,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0
216,1.0,"Grinds, or Grinds Coffee Pouches, are small pouches of flavored coffee. Grinds is a tobacco- and nicotine-free product.",Matt Canepa and Pat Pezet,1,75000.0,10.0,750000.0,Grinds,1,2013.0,0,0,0,0,1,0,0,0,0,0,0,0,0
217,1.0,A pillowcase with a built-in hood for added coziness. Also available as an inflatable travel pillow.,Rebecca Rescate and Chris Hindley,1,90000.0,15.0,600000.0,Hoodie Pillow,1,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0
218,0.0,An eco-friendly and functional reusable garment bag that doubles as a hamper.,Jennie Nigrosh,1,300000.0,20.0,1500000.0,The Green Garmento,0,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0
219,1.0,A chain of quick-service establishments selling quality made-to-order sushi rolls.,Peter and Yuen Yung,1,1000000.0,12.0,8333333.0,How Do You Roll?,1,2013.0,0,0,0,0,1,0,0,0,0,0,0,0,0
220,1.0,"A device for reducing distrated driving behaviors, Smartwheel is built into a vehicle's steering wheel and alerts drivers when they engage in unsafe driving positions.",The Inventioneers,1,100000.0,15.0,666667.0,Smartwheel,0,2013.0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0.0,An online portal providing mental health services geared towards women. Pretty Padded Room connects clients with licensed female therapists via video chats or digital diaries for a fraction of the price paid for in-person therapy sessions.,Bea Arthur,1,100000.0,30.0,333333.0,Pretty Padded Room,0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0
222,0.0,"Gotta Have S'more marries muffins with s'mores to make the utterly irresistible s'muffin. The classic camping snack has grown up into a classy and self-contained treat, but just as delectable as always. Although it's more buttoned-up, the s'muffin is still made up of the traditional s'more building blocks: graham cracker, toasted marshmallow, and chocolate. The company doesn't mess around with creative flavors, and that's for the best, because we don't see why you'd want to mess with perfection. If you want to mix things up though, they will make you specialized s'muffins decorated to suit your occassion, whether it's a corporate event, a wedding, or something else altogether. S'muffins are sold on the company's online store and are also available at Williams-Sonoma.",Carmen Lindner,1,75000.0,25.0,300000.0,Gotta Have S'More,0,2013.0,0,0,0,0,1,0,0,0,0,0,0,0,0
223,0.0,A new line of denim designed to enhance the figure and minimize fashion faux pas.,Megan Jackson Carreker and Aimee Miller,1,150000.0,35.0,428571.0,Hip Chix,1,2013.0,0,0,1,0,0,0,0,0,0,0,0,0,0
224,0.0,"Hunting apparel made with a new, specially-designed type of camouflage pattern.",Steve Maloney and Steven Kirkpatrick,1,150000.0,5.0,3000000.0,Muddy Water Camo,1,2013.0,0,0,0,1,0,0,0,0,0,0,0,0,0
225,0.0,Hand-crafted eyewear made from sustainable wood.,"Taylor, Brooks and Tanner Dame",1,150000.0,10.0,1500000.0,Proof Eyewear,1,2013.0,0,0,1,0,0,0,0,0,0,0,0,0,0
226,0.0,"Addison's Wonderland makes enchanting bedding and decor for nurseries and children's rooms. Made in the USA, Addison's Wonderland sells a full line of furnishings including duvet covers, upholstered headboards and window treatments.",Brooke Bryant and Brittany Hayes,1,90000.0,20.0,450000.0,Addison's Wonderland,1,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0
227,0.0,"PSI Bands apply gentle accupressure to the wearer's wrists, focusing on Nei-Guan acupressure points believed to provide relief from nausea. The company recommends its bracelets for nausea resulting from causes such as motion sickness or pregnancy. Available in several colors and sold in pairs (one for each wrist), PSI bands are adjustable and waterproof.",Romy Taormina,1,250000.0,10.0,2500000.0,PSI Bands,0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0
228,0.0,"A device for affordable at-home tattoo removal through a process that does not break the surface of the skin, called Black Magic IPL.",Nick Gonzales and Kevin Mack,1,80000.0,20.0,400000.0,Neo Innovations,1,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0
229,1.0,"Nuts 'N More is a line of high-protein nut butters, fortified with whey isolate protein and flaxseed and never with added sugars. Choose from peanut butter, almond butter, and even sesame butter, plain or blended into delicious and unexpected flavor combinations, including Toffee Crunch, Chocolate, and Pumpkin Spice. Each serving of Nuts 'N More butters contains over 10g of protein along with healthy Omega-3 oils, plenty of dietary fiber, and low amounts of net carbs. While most other nut butters on the market--even the more savory ones--tend to be sweetened with sugar, Nuts 'N More instead adds xylitol.","Peter Ferreira, Dennis Iannotti and Neil Cameron",1,250000.0,20.0,1250000.0,Nuts 'n More,1,2013.0,0,0,0,0,1,0,0,0,0,0,0,0,0
230,1.0,A line of shoes that can be continually transformed and updated through interchangeable parts.,Jessica Haynes,1,70000.0,30.0,233333.0,Jeska Shoe Company,0,2013.0,0,0,1,0,0,0,0,0,0,0,0,0,0
231,0.0,A brand of accessories to protect electronic devices with an additional safety net. The accessories all include insurance in case the device still suffers damage even while outfitted with Cellhelmet.,David Artuso and Mike Kane,1,160000.0,20.0,800000.0,Cellhelmet,1,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0
232,0.0,Baby Loves Disco throws parties that kids and parents can enjoy out of their custom-fitted disco van.,Heather Murphy-Monteith and Andy Hurwitz,1,150000.0,10.0,1500000.0,Baby Loves Disco,1,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0
233,1.0,A training program featuring the full-body Rodeo Abs machine and a software package that calculates your ideal heart rate for working out most efficiently.,"Ryan ""Cowboy"" Ehmann",1,120000.0,25.0,480000.0,Lose 12 inches in 12 Workouts,0,2013.0,0,0,0,1,0,0,0,0,0,0,0,0,0
234,1.0,A versatile and comfortable beanbag chair that unzips into a bed.,Byron Young,1,200000.0,20.0,1000000.0,Cordaroy's,0,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0
235,1.0,"Drop Stop offers 100% coverage of the dreaded ""carmuter triangle"", that space in your car where your belongings and stray debris go to disappear. Of course, the ""carmuter triangle"" refers to the gap between your seat and the center console. The patented Drop Stop has a built-in slot that attaches it to the seat belt catch and keeps it securely in place, assuring full coverage of that gap even if you move your seat. Made with a high grade neoprene casing, DropStop expands or compresses to fit according to the shape of your car's seats and center console, making it a universal fit for all cars and trucks.",Marc Newburger and Jeffrey Simon,1,300000.0,15.0,2000000.0,Drop Stop,1,2013.0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,1.0,"Coolwraps offers an easier and frankly, much cooler, way to get your presents wrapped speedily and professionally. Your gift goes into one of these easy-to-use shrink wrap bags, then you shrink-seal them with any household hair dryer. Available in three patterns--Celebration, Balloons, and Hearts--you can choose the one that best suits the occasion. Each Coolwraps package contains nine shrink wrap gift bags with three of each size: small, medium, and large. Coolwraps come in handy for any shape of gift, but it's especially genius when it comes to irregularly shaped presents like stuffed animals or home accessories.",Jeffrey Miller,1,100000.0,40.0,250000.0,Coolwraps,0,2013.0,0,0,0,0,0,0,0,0,0,0,0,0,1
237,1.0,"Simple Sugars is a line of all-natural skincare products for sensitive skin. Made by a young entrepreneur who has first-hand experience with sensitive skin, Simple Sugars is formulated with sugar as the primary exfoliant and blended with noncomedogenic oils and botanicals to make effective yet gentle products that anyone can safely use.",Lani Lazzari,1,100000.0,10.0,1000000.0,Simple Sugars,0,2013.0,0,0,1,0,0,0,0,0,0,0,0,0,0
238,0.0,"Traditional Fisheries is the only commercial supplier of lionfish. The company's system of harvesting lionfish yields ample supply and reduces the lionfish population, which is an added benefit because this invasive species is crowing out other varieties of fish in many areas. Lionfish are currently at no risk of over-fishing; completely the contrary, actually. For this reason, it's a fantastic choice of seafood for those seeking to consume fish sustainable. Every lionfish you eat saves a number of more endangered fish from being harvested and/or crowded out of their natural habitat.",Gary Groomes and Dave Johnson,1,225000.0,25.0,900000.0,Traditional Fisheries,1,2013.0,0,0,0,0,1,0,0,0,0,0,0,0,0
239,1.0,"A cooler with a built-in LED light that turns on when the lid is opened, illuminating the contents inside.",Taylor Gwiazdon and Jayson Sandberg,1,100000.0,10.0,1000000.0,Liddup,1,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0
240,0.0,"A full-body costume that covers the wearer completely, including their head.",Colin Grussing,1,100000.0,15.0,666667.0,RootSuit,0,2013.0,0,0,1,0,0,0,0,0,0,0,0,0,0
241,1.0,A water bottle with a built-in filter.,Rusty Allen,1,300000.0,10.0,3000000.0,Gobie H2O,0,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0
242,1.0,"Echo Valley Meats is a retail, online gift catalog and catering company and is quickly becoming a household name. Premium meats, smoked hams, and award winning sausages make personal and corporate gift giving easy and full of flavor.",Dave Alwan,1,150000.0,20.0,750000.0,Echo Valley Meats,0,2013.0,0,0,0,0,1,0,0,0,0,0,0,0,0
243,1.0,"The Mission Belt is a no-holes belt that instead adjusts using an innovated ratchet system. Because it's not restricted by scarce holes, it can be fitted to any size. The ratchet's teeth are spaced mere fourths of an inch apart. Mission Belt is also about the social mission: every belt contributes a dollar towards fighting global hunger.",Nate Holzapfel,1,50000.0,20.0,250000.0,Mission Belt,0,2013.0,0,0,1,0,0,0,0,0,0,0,0,0,0
244,0.0,A device that converts the energy from walking into electricity to charge your devices on the go.,Aaron Lemieux,1,2000000.0,22.0,9090909.0,nPower Peg Kinetic Energy Generator,0,2013.0,0,0,0,1,0,0,0,0,0,0,0,0,0
245,1.0,"Shell Bobbers are just that: fishing bobbers made of used shotgun shells. If you have a hunting and fishing enthusiast in your life, you can rest assured that they will appreciate the idea from  the moment they see it. These Shell Bobbers are no novelty item, they are fully-functional bobbers that float upright, well above the water line, and remain visible and easy to spot. Use Shell Bobbers in any fishing situation and enjoy the fact that you're giving a second life to scrap shot gun shells that would otherwise be cluttering the landfill.",Jeff Stafford and Dusty Holloway,1,80000.0,20.0,400000.0,Shell Bobber,1,2013.0,0,0,0,1,0,0,0,0,0,0,0,0,0
246,1.0,"Individually packaged cupcake-in-a-jar, sold in retail and shipping nationwide.",Tracey Noonan and Danielle Desroches,1,75000.0,20.0,375000.0,Wicked Good Cupcakes,1,2013.0,0,0,0,0,1,0,0,0,0,0,0,0,0
247,0.0,A squirrel-proof birdfeeder featuring a remote control that allows the user to administer a static shock to any squirrel that happens to be on the feeder.,Michael J. Desanti,1,130000.0,40.0,325000.0,Squirrel Boss,0,2013.0,1,0,0,0,0,0,0,0,0,0,0,0,0
248,1.0,A subscription service that delivering an assortment of coffees for at-home brewing.,Samantha Meis and Conor Riley,1,75000.0,15.0,500000.0,MistoBox,1,2013.0,0,0,0,0,1,0,0,0,0,0,0,0,0
249,1.0,A fully-seasoned gumbo base in the form of a brick.,Carol Foster,1,200000.0,20.0,1000000.0,Mee-Ma's Louisiana Gumbo Brick,0,2013.0,0,0,0,0,1,0,0,0,0,0,0,0,0
250,0.0,Premium kitchen products made from regular grained and figured wood.,David Glickman,1,400000.0,25.0,1600000.0,Vermont Butcher Block & Board Company,0,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0
251,1.0,Spacious photobooths filled with props.,Tom Kanemoto and Lance Yabut,1,300000.0,10.0,3000000.0,Pink Shutter,1,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0
252,0.0,Baby's Badass Burgers serves gourmet burgers from its bright pink mobile food truck.,Erica Cohen and Lori Barbera,1,250000.0,30.0,833333.0,Baby's Badass Burgers,1,2013.0,0,0,0,0,1,0,0,0,0,0,0,0,0
253,1.0,"A balance bike for kids to work up to riding on two-wheeled bicycles. Rather than using training wheels, KaZam forgoes the pedals and encourages kids to safely practice their balance.",Mary Beth Lugo,1,300000.0,20.0,1500000.0,KaZAM Bikes,0,2013.0,0,1,0,0,0,0,0,0,0,0,0,0,0
254,0.0,A motorcycle-themed full-length action film.,James Lavitola and Brian Pitt,1,5000000.0,34.0,14705882.0,Track Days,1,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0
255,0.0,A door-to-door luggage shipping service for travelers to avoid the hassle of taking luggage through the airport.,Brian Altomare,1,100000.0,10.0,1000000.0,LugLess,0,2013.0,1,0,0,0,0,0,0,0,0,0,0,0,0
256,1.0,Custom-built heirloom gaming furniture.,Robert Gifford,1,100000.0,5.0,2000000.0,Geek Chic,0,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0
257,1.0,"Stella Valle produces a line of jewelry that embodies inner strength and self-reliance. Founded by two sisters who are veterans of the US military, their designs evoke their military background and unique aesthetic sensibilities. Balancing masculine and feminine design elements and details, this jewelry is designed for brave women who set the bar high and persist through adversity.",Paige Dellavalle and Ashley Jung,1,150000.0,25.0,600000.0,Stella Valle,1,2013.0,0,0,1,0,0,0,0,0,0,0,0,0,0
258,0.0,"Authentic-tasting, traditional scones made in America.",J. Jones,1,100000.0,25.0,400000.0,Jones Scones,0,2013.0,0,0,0,0,1,0,0,0,0,0,0,0,0
259,0.0,An invite-only dating site for single professionals.,Val Brennan,1,200000.0,10.0,2000000.0,Three Day Rule,0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0
260,1.0,A mobile app that connects users to professional translators on demand.,Ryan Frankel and Kunal Sarda,1,250000.0,15.0,1666667.0,VerbalizeIt,1,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0
261,1.0,A chain of grilled cheese and tomato soup shops.,Tru Quakenbush and Cory War,1,600000.0,10.0,6000000.0,Tom + Chee,1,2013.0,0,0,0,0,1,0,0,0,0,0,0,0,0
262,1.0,"Now doing business as Ry's Ruffery, this business started after Ryan's family adopted a rescue beagle. The family was taken aback by the poor quality of some of the dog treats on the market, and decided to make a better dog biscuit. Ryan, then 10 years old, took initiative to talk to veterinarians and test new flavor combinations, experimenting with his mom's help. Once they settled on a recipe, Ryan took to the streets to sell his doggie treats from his bike. Today, Ry's Ruffery offers three different flavors: cheddar, peanut butter, and pumpkin apple. These healthy dog treats are sold online and in pet stores across the country.",Ryan and Daniella Kelly,1,25000.0,25.0,100000.0,Ryan's Barkery,1,2013.0,0,0,0,0,0,0,0,0,0,0,1,0,0
263,0.0,Lighter and cheaper golf bag,Jo Gascoigne,0,168750.0,26.0,649038.4615384615,A-Frame Golf,0,2005.0,0,0,0,1,0,0,0,0,0,0,0,0,0
264,0.0,Custom-made jewellery,Elizabeth Galton,0,148500.0,30.0,495000.0,Elizabeth Galton Ltd,0,2005.0,0,0,1,0,0,0,0,0,0,0,0,0,0
265,1.0,Tailor-made suits for businesswomen,Tracey Ann Graily,0,162000.0,40.0,405000.0,Grails Ltd1,0,2005.0,0,0,1,0,0,0,0,0,0,0,0,0,0
266,1.0,A beanbag hammock,Tracie Herrtage,0,72900.0,49.0,148775.51020408163,Le Beanock,0,2005.0,0,0,0,0,0,0,0,0,0,1,0,0,0
267,0.0,A 3D measuring system using camera technology,John and Phillip Petty,0,67500.0,30.0,225000.0,"IV Cam, Industrial Control Systems",1,2005.0,0,0,0,0,0,0,0,0,0,0,0,1,0
268,0.0,Land for a truffle farm,Paul Thomas,0,101250.0,25.0,405000.0,Mycorrhizal Systems,0,2005.0,0,0,0,0,0,0,0,0,0,0,1,0,0
269,1.0,Multimedia vending unit selling umbrellas and adverts,Charles Ejogo,0,202500.0,40.0,506250.0,Umbrolly,0,2005.0,0,0,0,0,0,0,0,0,0,0,0,1,0
270,1.0,Wonderland high-end fashion and culture magazine,Huw Gwyther,0,236250.00000000003,40.0,590625.0000000001,Visual Talent Ltd,0,2005.0,0,0,0,0,0,0,0,0,1,0,0,0,0
271,0.0,Handle attachment for snowboards,Nik Rawcliff,0,101250.0,33.0,306818.1818181818,Snowbone,0,2005.0,0,0,0,1,0,0,0,0,0,0,0,0,0
272,1.0,Contemporary circus shows,Paul Cockle,0,216000.0,40.0,540000.0,The Generating Company,0,2005.0,0,0,0,0,0,0,0,0,1,0,0,0,0
273,0.0,Stacking units for beer bottles in fridges,Stefano Matheou,0,135000.0,20.0,675000.0,RakaStaka,0,2005.0,0,0,0,0,0,0,0,0,0,1,0,0,0
274,1.0,Wireless broadband supplier to UK marinas,Dominic Killinger,0,202500.0,38.0,532894.7368421053,Square Mile,0,2005.0,0,0,0,0,0,0,0,0,0,0,0,1,0
275,0.0,Custom furniture to house technology,David Lees,0,303750.0,50.0,607500.0,Mode Al,0,2005.0,0,0,0,0,0,0,0,0,0,0,0,1,0
276,0.0,3-D puzzles,Danny Bamping,0,135000.0,30.0,450000.0,Bedlam Puzzles,0,2005.0,0,0,0,0,0,0,0,0,0,1,0,0,0
277,0.0,"Baby products, via party evenings and web",Julie White,0,101250.0,45.0,225000.0,Truly Madly Baby,0,2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0
278,0.0,Foldable picnic bag and mat,Asli Bohane,0,67500.0,51.0,132352.9411764706,Empty Me,0,2006.0,0,0,0,1,0,0,0,0,0,0,0,0,0
279,0.0,Franchised HGV cleaning service,Gary Taylor,0,270000.0,40.0,675000.0,Alpine Cleaning,0,2006.0,1,0,0,0,0,0,0,0,0,0,0,0,0
280,1.0,A seat-belt height adjuster,Peter Sesay,0,135000.0,50.0,270000.0,Autosafe,0,2006.0,0,0,0,0,0,0,0,0,0,1,0,0,0
281,0.0,Trolley for gardeners holding tools and waste up to 50lbs,Rachel Price,0,202500.0,50.0,405000.0,Garden Gopher,0,2006.0,0,0,0,1,0,0,0,0,0,0,0,0,0
282,1.0,A sonar-based man-overboard detection system,Matthew Hazell,0,135000.0,30.0,450000.0,First Light Solutions,0,2006.0,0,0,0,0,0,0,0,0,0,0,0,1,0
283,0.0,Luggage suitcase for children,Rob Law,0,202500.0,50.0,405000.0,Trunki,0,2006.0,0,1,0,0,0,0,0,0,0,0,0,0,0
284,0.0,Technology to monitor cash operations for slot machines,Ian Daintith & Richard Adams,0,270000.0,25.0,1080000.0,Coin Metrics,0,2006.0,0,0,0,0,0,0,0,0,0,0,0,1,0
285,0.0,Children's yoga and mindfulness activity,Fenella Lindsell and Lara Goodbody,0,337500.0,30.0,1125000.0,Yogabugs,1,2006.0,0,1,0,0,0,0,0,0,0,0,0,0,0
286,1.0,Dance download site with digital mixing software,Ian Chamings,0,202500.0,40.0,506250.0,MixAlbum,0,2006.0,0,0,0,0,0,0,0,0,0,0,0,1,0
287,0.0,Water-free egg cooker,James Seddon,0,101250.0,40.0,253125.0,Eggxactly,0,2006.0,0,0,0,0,0,0,0,0,0,0,0,1,0
288,0.0,Water-overflow protection device,James Barnham and Ian Sillett,0,202500.0,10.0,2025000.0,NovaFlow,1,2006.0,0,0,0,0,0,0,0,0,0,1,0,0,0
289,0.0,Identity document scanning and storage,Tamlyn Thompson,0,337500.0,50.0,675000.0,ID Scan Biometrics,0,2006.0,0,0,0,0,0,0,0,0,0,0,0,1,0
290,0.0,Chain of shops selling baseball caps,Richard Lee & Daren Duraidi,0,202500.0,50.0,405000.0,Dr Cap,0,2006.0,0,0,1,0,0,0,0,0,0,0,0,0,0
291,0.0,Portable charging device for batteries for golf buggies,John Mooney and Andy O'Reilly,0,337500.0,50.0,675000.0,Caddy Motion,1,2006.0,0,0,0,0,0,0,0,0,0,1,0,0,0
292,0.0,Pub-based tournament poker league,Stephen Bellis,0,87750.0,40.0,219375.0,Nuts Poker League,0,2006.0,0,0,0,0,0,0,0,0,1,0,0,0,0
293,0.0,Website for car rentals,Ling Valentine,0,67500.0,30.0,225000.0,Lings Cars,0,2007.0,0,0,0,0,0,0,0,0,0,0,0,1,0
294,1.0,Classic teddy bear with integrated media technology,Imran Hakim,0,189000.0,40.0,472500.0,iTeddy,0,2007.0,0,0,0,0,0,0,0,0,0,0,0,1,0
295,1.0,"A chain of dance, drama and singing schools for children.",Denise Hutton,0,67500.0,25.0,270000.0,Razzamataz Theatre Schools,0,2007.0,0,1,0,0,0,0,0,0,0,0,0,0,0
296,0.0,A clothes airer that protects washing from the rain,Roger Hind,0,114750.00000000001,40.0,286875.00000000006,Rotamate,0,2007.0,0,0,0,0,0,0,0,0,0,1,0,0,0
297,0.0,Adult adventure puzzles and treasure hunts leading to cash rewards,Andrew Reeves and Dave Thomas,0,270000.0,50.0,540000.0,Isis Adventure Series,1,2007.0,0,0,0,0,0,0,0,0,0,1,0,0,0
298,0.0,Sanitiser that kills bacteria within shoes,Casey Jones,0,135000.0,50.0,270000.0,Foot Deodoriser,0,2007.0,0,0,1,0,0,0,0,0,0,0,0,0,0
299,1.0,Stationery folder that halves size of paper without creasing,Christian Lane,0,108000.0,35.0,308571.4285714286,Foldio,0,2007.0,0,0,0,0,0,0,0,0,0,1,0,0,0
